barcode,code,YearWeek
TestProcessEligibleChannel2_1,Q63M,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,3FWC,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,WZ46,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,TNXE,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,NNVQ,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,64ND,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,AATJ,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,JZVR,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,9QAW,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,BKGJ,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,NRV8,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,ZL3J,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,FM7G,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,8DHM,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,VM68,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,TNYY,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,MVGJ,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,9EDV,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,3WNA,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,ZTTA,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,3QHQ,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,BB2J,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,GAA3,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,8ZV7,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,XYLB,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,2FRG,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,DPAC,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,PHD7,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,4M2J,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,ZKEX,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,2A8X,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,G74Y,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,AYPD,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,DJZ7,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,VEWV,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,26E7,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,843D,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,843W,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,MWBL,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,XJAB,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,HNTJ,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,7ETD,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,7FEE,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,M6H7,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,6LJJ,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,F222,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,HPM6,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,HPWK,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,MN63,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,9KBV,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,3F42,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,K9JN,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,73DA,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,8WXK,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,MF8D,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,JFLW,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,KBC7,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,LL3R,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,NQ32,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,AWYX,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,GABY,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,2NBR,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,MC9E,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,MGJN,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,89LK,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,V6BH,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,VLTM,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,MM7M,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,N4EH,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,LZXN,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,KC9K,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,FTJW,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,87YP,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,DL8Y,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,TXDN,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,CA2V,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,BQ36,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,MYL9,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,T63R,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,6BGE,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,HMY4,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,NFF3,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,J9GA,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,VEG4,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,7HAF,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,QBK6,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,ZMBN,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,NF24,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,ZVEP,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,7NWW,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,PMNL,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,TL2A,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,6DVW,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,GG86,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,W2LZ,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,FM28,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,7MXX,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,6RPF,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,EBDM,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,NYHF,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,Z4D2,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,VC74,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,TC4T,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,PZJ2,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,DREF,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,ETXA,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,QM8P,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,B4BW,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,3A8E,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,MPKR,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,FKM7,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,NGVW,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,QVLG,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,ZQZ8,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,2GVP,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,J27Y,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,BV37,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,W6H7,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,WYQP,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,YDE7,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,EXAT,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,9NLK,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,2KXD,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,ETW3,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,94Q4,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,NGZW,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,QBFL,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,AAZM,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,89T6,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,JT7Z,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,RD72,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,ZJ6B,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,GLPY,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,24DL,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,LQPF,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,ZNWT,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,HZPA,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,H8VJ,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,TB6N,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,43NE,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,2KEH,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,XA3W,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,C868,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,YJAG,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,T6A7,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,KPW6,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,JM7J,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,ENJG,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,DEB8,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,B72Q,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,GTRL,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,EEK2,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,BMK4,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,J672,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,2FQK,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,AKNN,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,TC4A,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,PJ7G,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,FMEK,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,J33L,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,FTGP,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,YG24,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,P4XA,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,WEND,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,VHQZ,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,J4TH,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,4MZ9,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,8KDB,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,WEEN,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,X2B4,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,46KE,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,K4BY,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,FXMD,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,R6ZA,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,TL7H,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,EDQH,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,HGKD,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,XMHQ,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,WGFR,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,8DYM,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,KY9M,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,6L2Z,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,4PAB,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,K3LY,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,FKK7,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,P6YG,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,RA2L,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,Z9GR,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,AB7A,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,AE6R,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,C3FR,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,XQGP,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,34DW,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,EDFX,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,X2V3,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,97CL,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,X4AD,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,64BA,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,CBV4,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,7EC6,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,QLL3,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,JNZ7,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,NJWD,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,TJRY,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,3V88,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,HQCY,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,HYX9,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,EB87,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,XL7Z,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,2YPE,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,777F,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,46YB,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,BJY4,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,PC9K,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,MNYJ,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,H8GN,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,JWTC,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,XFN4,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,G9FY,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,KHNP,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,2PJ3,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,TCEE,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,P3QH,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,L77R,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,2MDM,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,RQV9,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,RK8N,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,86TB,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,DTDP,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,YHLP,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,2RP9,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,K8XA,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,TH9P,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,62RC,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,BYHP,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,TX4W,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,CHB8,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,J7K7,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,8AHM,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,NWFG,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,GFWZ,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,MZFA,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,XG78,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,8BQC,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,V8MY,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,PMQG,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,2W8R,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,NNCB,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,PNYF,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,8T46,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,G2FC,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,4M2A,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,LQBQ,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,RYGB,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,TWAK,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,PCW6,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,XP7V,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,97GD,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,WZT3,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,DEK4,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,AT6B,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,X2A7,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,XBTC,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,AFFZ,TestProcessEligibleChannel2_1
TestProcessEligibleChannel2_1,EVCX,TestProcessEligibleChannel2_1
