barcode,code,YearWeek
TestProcessEligibleChannel2_0,ZTV6,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,F2ER,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,RYE3,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,T3AG,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,6X4N,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,GQNT,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,2KFE,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,ZKJV,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,N8ZJ,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,6HGZ,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,R8JA,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,RA9V,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,JP3T,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,YVNX,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,7VTQ,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,APWN,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,4XWZ,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,VQ77,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,Y9QY,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,9WC9,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,NZZB,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,WWKC,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,DMWA,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,CDX8,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,MAWJ,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,7BP9,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,K4VD,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,VDDM,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,B232,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,9KJE,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,HJVP,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,GNEN,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,RTBV,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,74AT,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,JDAA,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,EFCQ,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,AFC3,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,BEWJ,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,DQ6H,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,L8YT,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,D6WX,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,EYCX,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,4DYF,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,VZJW,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,AQQ8,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,3TWB,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,AQ2W,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,CEZ3,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,QJRC,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,FA87,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,T8XD,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,9KTK,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,KV3D,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,BQXV,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,FLTW,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,L9ZR,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,7RP2,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,NVQY,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,AZVZ,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,8MQH,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,BFEN,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,YRN8,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,6GRM,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,4ZLV,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,6PDK,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,RCND,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,232D,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,2K88,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,ECR4,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,4MHB,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,YTVB,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,NBXX,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,WJ4X,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,CPGD,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,H4B7,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,7XZR,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,GBCL,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,2TZ2,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,GT4H,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,MQZX,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,WDQM,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,4KJH,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,BNFK,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,WV6L,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,EGNN,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,FP2J,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,QY4T,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,MZ4H,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,VPE7,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,2X47,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,7LWA,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,2TJQ,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,TKTA,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,44L7,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,JMEE,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,9ELB,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,EBWN,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,RY48,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,JPQY,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,6RJV,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,W7M4,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,LFHE,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,F6NG,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,X3HV,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,T7EM,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,CKVX,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,WBPV,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,EWNA,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,QDHP,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,QLCT,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,GZZC,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,XM2N,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,H7V8,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,BG4P,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,N7DG,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,DWFG,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,N24R,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,97NK,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,ERKH,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,49YP,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,N3QA,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,6ENC,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,WDHF,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,3N24,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,T8KD,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,GDCJ,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,XYZ6,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,66DG,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,EZD2,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,DN37,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,FDAK,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,AZ9H,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,NJDW,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,FC9E,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,CBAP,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,QMCP,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,C6T8,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,8VZZ,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,DDEP,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,VYNB,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,RLMM,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,THDH,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,CZET,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,FDDD,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,6N27,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,NZTN,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,WG6D,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,GV69,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,ZVYD,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,6TQG,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,6AV2,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,L7X3,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,WJHE,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,CV6M,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,PTE3,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,XVGE,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,JGJK,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,LEBY,TestProcessEligibleChannel2_0
TestProcessEligibleChannel2_0,2Q7K,TestProcessEligibleChannel2_0
